"auto_id","unit","id","DATACLASS","CORTEX","TECHNIQUE","ALTER","EDGEDAMAGE","TYPE","FBSECOND","FBTHIRD","PLATSURF","PLATEXT","FORM","SCARMORPH","RETEDGES","RETINTENSE","REPRISE","LENGTH","WIDTH","MAXWIDTH","THICKNESS","PLATWIDTH","PLATTHICK","MATERIAL","EXTSURFACE","EXTTYPE","WEIGHT","PLATTECH","PLATANG","MULTIPLE","EPA","SHAPE","SUPPORT","SURFPCT","PROXREMOVS","PREPPLATS","FLAKDIRECT","SCARLENGTH","SCARWIDTH"
788,"A1",788,"COMPFLAKE"," 25","NORMAL","UNALTERED","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","N/A",NA,NA,NA,59,46.7999992370605,51.3,13.9,30.3,11.7,"LOCAL CAMPANIEN","10-40%","CORTEX",48,"NORMAL",0,"NO",88,NA,NA,NA,NA,NA,NA,NA,NA
789,"A1",789,"COMPFLAKE"," 5","NORMAL","LIGHTPATINA","NONE",NA,NA,NA,"MISSING","NONE","NORMAL","N/A",NA,NA,NA,45.5999984741211,31.7999992370605,37.9,7.3,0,0,"LOCAL CAMPANIEN","0-10%","CORTEX",12,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
790,"A1",790,"COMPFLAKE"," 5","OTHER","LIGHTPATINA","NONE",NA,NA,NA,"DIHEDRAL","NONE","ANGULAR","N/A",NA,NA,NA,48.7000007629395,21.3999996185303,27.1,10.4,30.9,6.1,"LOCAL CAMPANIEN","0-10%","CORTEX",22,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
791,"A1",791,"MED TOOL","10-40%","OTHER","UNALTERED",NA,11,NA,NA,NA,NA,"ANGULAR","N/A","1","NORMAL","NONE",61.2700004577637,53.2599983215332,0,0,0,0,"LOCAL CAMPANIEN","0-10%","CORTEX",130,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
792,"A1",792,"COMPTOOL"," 75","NORMAL","UNALTERED","NONE",9,NA,NA,"LRG PLAIN","NONE","NORMAL","UNI-","1","LIGHT","N/A",104.699996948242,46,52,18.5,28.6,12.1,"LOCAL CAMPANIEN","60-90%","CORTEX",92,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
793,"A1",793,"MEDFLAKE"," 75","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,"NORMAL","OTHER",NA,NA,NA,58.5200004577637,44.6399993896484,0,0,0,0,"LOCAL CAMPANIEN","60-90%","CORTEX",76,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
796,"A1",796,"DISTFLAKE"," 50","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,"NORMAL","OTHER",NA,NA,NA,54.7099990844727,45.7200012207031,0,0,0,0,"LOCAL CAMPANIEN","40-60%","CORTEX",36,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
798,"A1",798,"COMPFLAKE"," 25","NORMAL","UNALTERED","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","UNI-",NA,NA,NA,57.2999992370605,31.3999996185303,45.8,6.8,16.7,3.3,"LOCAL CAMPANIEN","10-40%","CORTEX",18,NA,0,"NO",78,NA,NA,NA,NA,NA,NA,NA,NA
800,"A1",800,"PROXFLAKE"," 95","N/A","UNALTERED","NONE",NA,NA,NA,"DIHEDRAL","NONE","NORMAL","OTHER",NA,NA,NA,NA,NA,0,0,41.5,5.2,"LOCAL CAMPANIEN","90-100%","CORTEX",4,"NORMAL",89,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
801,"A1",801,"DISTFLAKE"," 25","NORMAL","UNALTERED","EXTERIOR",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,39.5999984741211,24.7800006866455,0,0,0,0,"LOCAL CAMPANIEN","10-40%","CORTEX",6,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
802,"A1",802,"COMPFLAKE"," 95","NORMAL","LIGHTPATINA","EXTERIOR",48,NA,NA,"LRG PLAIN","NONE","ANGULAR","OTHER","1","LIGHT","NONE",64,62.7000007629395,72.6,15.7,8.5,3.5,"LOCAL CAMPANIEN","90-100%","CORTEX",50,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
803,"A1",803,"MED TOOL","0%","OTHER","LIGHTPATINA",NA,42,NA,NA,NA,NA,"ANGULAR","N/A","1","N/A","N/A",0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",108,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
804,"A1",804,"COMPTOOL"," 25","NORMAL","LIGHTPATINA","NONE",9,NA,NA,"LRG CORT","NONE","NORMAL","UNI-","1","NORMAL","NONE",56.4000015258789,27.5,40.3,15.9,34.5,4.8,"COUZE ALLUVIONS","10-40%","CORTEX",33,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
805,"A1",805,"PROXFLAKE"," 95","NORMAL","UNALTERED","NONE",NA,NA,NA,"CNVX FACET","NONE","NORMAL","OTHER",NA,NA,NA,NA,NA,0,0,23.2,6.5,"LOCAL CAMPANIEN","90-100%","CORTEX",4,"NORMAL",97,"NO",95,NA,NA,NA,NA,NA,NA,NA,NA
806,"A1",806,"COMPTOOL","1-10%","NORMAL","UNALTERED","NONE",42,NA,NA,"LRG PLAIN","NONE","NORMAL","SUB-RAD","1","N/A","NONE",31.1,37.2,42,10.5,38.2,6.2,"LOCAL CAMPANIEN","0-10%","CORTEX",16,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
807,"A1",807,"DISTFLAKE","0%","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",78,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
808,"A1",808,"MED TOOL","10-40%","N/A","HEAVY PATINA",NA,43,NA,NA,NA,NA,"ANGULAR","N/A","1","N/A","N/A",0,0,0,0,0,0,"LOCAL CAMPANIEN","10-40%","FLINT",206,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
809,"A1",809,"SHATTER","0%",NA,"UNALTERED","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",14,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
810,"A1",810,"SHATTER","0%",NA,"LIGHTPATINA","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",15,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
811,"A1",811,"COMPFLAKE","10-40%","NORMAL","UNALTERED","INTERIOR",48,NA,NA,"LRG CORT","NONE","NORMAL","SUB-RAD",NA,NA,NA,55,24.7,23.6,13.8,10.6,5.2,"LOCAL CAMPANIEN","10-40%","CORTEX",18,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
812,"A1",812,"CORE","-1","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,NA,80.7,0,62,60.6,0,0,"LOCAL CAMPANIEN","N/A","CORTEX",200,NA,0,"NO",NA,"NORMAL","ROGNON",60,2,0,"MULTIFACE",46.8,40.95
813,"A1",813,"COREFRAG","-1","N/A","LIGHTPATINA","NONE",NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,NA,45.3,0,34.7,21.8,0,0,"LOCAL CAMPANIEN","N/A","CORTEX",26,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
814,"A1",814,"COMPTOOL","10-40%","NORMAL","UNALTERED","EXTERIOR",42,NA,NA,"LRG PLAIN","NONE","NORMAL","PLAIN","1","N/A","NONE",55.9,33.7,37,16.5,35.2,21.8,"LOCAL CAMPANIEN","10-40%","CORTEX",38,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
815,"A1",815,"COREFRAG","-1","N/A","LIGHTPATINA","NONE",NA,NA,NA,NA,NA,"ANGULAR","N/A",NA,NA,NA,90.1,0,46.3,23.7,0,0,"LOCAL CAMPANIEN","N/A","N/A",90,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
816,"A1",816,"MEDFLAKE","1-10%","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,"ANGULAR","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","CORTEX",26,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
817,"A1",817,"MEDFLAKE","10-40%","OTHER","UNALTERED","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","10-40%","CORTEX",26,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
818,"A1",818,"MEDFLAKE","0%","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",16,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
819,"A1",819,"PROXFLAKE","0%","NORMAL","LIGHTPATINA","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","N/A",NA,NA,NA,0,0,0,0,42.7,11,"LOCAL CAMPANIEN","0-10%","N/A",22,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
820,"A1",820,"MEDFLAKE","40-60%","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","40-60%","CORTEX",12,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
821,"A1",821,"PROXTOOL","0%","NORMAL","LIGHTPATINA","EXTERIOR",10,NA,NA,"LRG PLAIN","NONE","NORMAL","SUB-RAD","1","HEAVY","N/A",0,0,0,0,26.6,12,"LOCAL CAMPANIEN","0-10%","N/A",40,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
822,"A1",822,"MEDFLAKE","1-10%","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,"ANGULAR","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","CORTEX",22,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
823,"A1",823,"SHATTER"," 5",NA,"UNALTERED","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.6800003051758,32.8800010681152,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
824,"A1",824,"COMPTOOL","-1","NORMAL","BURNED","NONE",43,NA,NA,"LRG PLAIN","NONE","NORMAL","N/A","1","N/A","N/A",39.8,30,41.1,6.8,35.2,7.6,"LOCAL CAMPANIEN","N/A","CORTEX",12,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
825,"A1",825,"COMPFLAKE"," 25","NORMAL","LIGHTPATINA","INTERIOR",NA,NA,NA,"LRG PLAIN","TRIM","NORMAL","SUB-RAD",NA,NA,NA,37.5,34.7000007629395,50.6,11.8,38.6,13.2,"LOCAL CAMPANIEN","10-40%","CORTEX",26,"CLACTONIAN",0,"NO",61,NA,NA,NA,NA,NA,NA,NA,NA
826,"A1",826,"SHATTER"," 5",NA,"LIGHT PATINA","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.939998626709,25.7600002288818,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
827,"A1",827,"MED TOOL","0%","NORMAL","UNALTERED","NONE",32,NA,NA,NA,NA,"ANGULAR","N/A","1","N/A","N/A",0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",31,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
828,"A1",828,"COMPFLAKE","10-40%","NORMAL","UNALTERED","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","N/A",NA,NA,NA,44,40.9,40.3,16.2,8.9,4.7,"NON-LOCAL CAMPANIEN","10-40%","CORTEX",26,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
829,"A1",829,"DISTFLAKE","10-40%","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","10-40%","CORTEX",6,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
830,"A1",830,"PROXFLAKE","40-60%","NORMAL","ROLLED","EXTERIOR",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","N/A",NA,NA,NA,0,0,0,0,16.7,8.7,"LOCAL CAMPANIEN","40-60%","CORTEX",40,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
831,"A1",831,"DISTFLAKE","1-10%","OTHER","UNALTERED","NONE",NA,NA,NA,NA,NA,"ECLAT LAME","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","CORTEX",8,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
832,"A1",832,"COMPFLAKE","0%","NORMAL","UNALTERED","EXTERIOR",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","N/A",NA,NA,NA,35.7,26.7,30.6,5.9,17.3,6.2,"LOCAL CAMPANIEN","0-10%","N/A",6,"NORMAL",0,"NO",77,NA,NA,NA,NA,NA,NA,NA,NA
833,"A1",833,"COMPFLAKE","1-10%","NORMAL","UNALTERED","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","UNI-",NA,NA,NA,45.2,43.7,48.9,13.3,35.5,13.7,"LOCAL CAMPANIEN","0-10%","CORTEX",28,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
834,"A1",834,"MEDFLAKE","90-99%","N/A","UNALTERED","NONE",NA,NA,NA,NA,NA,"NORMAL","OTHER",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","90-100%","CORTEX",10,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
835,"A1",835,"SHATTER","60-90%",NA,"UNALTERED","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,"QUARTZITE","60-90%","CORTEX",33,NA,0,"NO",56,NA,NA,NA,NA,NA,NA,NA,NA
836,"A1",836,"COMPFLAKE","1-10%","NORMAL","LIGHTPATINA","NONE",NA,NA,NA,"MISSING","NONE","NORMAL","UNI-",NA,NA,NA,38.5,25.8,28.1,14.2,0,0,"LOCAL CAMPANIEN","0-10%","CORTEX",14,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
837,"A1",837,"PROXFLAKE","1-10%","NORMAL","LIGHTPATINA","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","N/A",NA,NA,NA,0,0,0,0,15.2,5,"LOCAL CAMPANIEN","0-10%","CORTEX",10,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
838,"A1",838,"COMPFLAKE","10-40%","NORMAL","UNALTERED","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","N/A",NA,NA,NA,0,0,0,0,18.1,8.3,"LOCAL CAMPANIEN","10-40%","CORTEX",16,"NORMAL",0,"NO",89,NA,NA,NA,NA,NA,NA,NA,NA
839,"A1",839,"COREFRAG","0%","N/A","HEAVY PATINA","EXT/INT",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,47.3,0,32.5,14.1,0,0,"LOCAL CAMPANIEN","0-10%","N/A",28,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
840,"A1",840,"COMPFLAKE","90-99%","NORMAL","UNALTERED","EXTERIOR",NA,NA,NA,"LRG PLAIN","NONE","N/A","OTHER",NA,NA,NA,53,19.9,50.9,12,21.8,8.6,"LOCAL CAMPANIEN","90-100%","CORTEX",26,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
841,"A1",841,"MEDFLAKE","0%","OTHER","LIGHTPATINA","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",18,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
842,"A1",842,"MEDFLAKE","1-10%","N/A","UNALTERED","NONE",NA,NA,NA,NA,NA,"ANGULAR","N/A",NA,NA,NA,0,0,0,0,0,0,"SENTONIEN","0-10%","CORTEX",26,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
843,"A1",843,"PROXFLAKE","0%","NORMAL","UNALTERED","EXTERIOR",48,NA,NA,"LRG PLAIN","NONE","NORMAL","UNI-","2","N/A","N/A",0,0,0,0,13.7,4.2,"LOCAL CAMPANIEN","0-10%","N/A",10,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
844,"A1",844,"MEDFLAKE","1-10%","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","CORTEX",46,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
845,"A1",845,"SHATTER","0%",NA,"UNALTERED","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",5,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
846,"A1",846,"COMPFLAKE","10-40%","NORMAL","LIGHTPATINA","EXT/INT",38,NA,NA,"LRG PLAIN","NONE","NORMAL","SUB-RAD",NA,NA,NA,39.2,31,33.7,9,22.6,8.5,"LOCAL CAMPANIEN","10-40%","CORTEX",14,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
847,"A1",847,"COMPFLAKE","10-40%","NORMAL","UNALTERED","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","UNI-",NA,NA,NA,45.6,26.4,26.5,6.5,9.5,3.3,"LOCAL CAMPANIEN","10-40%","CORTEX",8,"NORMAL",0,"NO",94,NA,NA,NA,NA,NA,NA,NA,NA
848,"A1",848,"COMPFLAKE","40-60%","NORMAL","LIGHTPATINA","EXTERIOR",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","SUB-RAD",NA,NA,NA,32.9,25.7,31.3,9,28.8,10,"LOCAL CAMPANIEN","40-60%","CORTEX",12,"NORMAL",0,"NO",72,NA,NA,NA,NA,NA,NA,NA,NA
849,"A1",849,"MEDFLAKE","1-10%","OTHER","UNALTERED","NONE",NA,NA,NA,NA,NA,"ANGULAR","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","CORTEX",14,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
850,"A1",850,"MEDFLAKE","0%","OTHER","LIGHTPATINA","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",18,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
851,"A1",851,"MED TOOL","-1","NORMAL","OTHER","N/A",43,NA,NA,NA,NA,"CORE","N/A",NA,NA,NA,92.5,0,57.2,25.6,0,0,"LOCAL CAMPANIEN","N/A","CORTEX",124,NA,0,"NO",NA,"NORMAL","FLAKE",90,3,0,"MULTIFACE",34.42,51.46
852,"A1",852,"COMPFLAKE","1-10%","NORMAL","DOUBLE PATINA","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","N/A",NA,NA,NA,31.6,26.4,26.8,10.5,13.8,10.9,"LOCAL CAMPANIEN","0-10%","CORTEX",8,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
853,"A1",853,"MEDFLAKE","0%","N/A","LIGHTPATINA","INTERIOR",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",16,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
854,"A1",854,"COMPFLAKE","0%","OTHER","UNALTERED","NONE",31,NA,NA,"MISSING","NONE","ANGULAR","SUB-RAD",NA,NA,NA,50.3,55.3,65.9,21.6,0,0,"LOCAL CAMPANIEN","0-10%","N/A",64,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
855,"A1",855,"MEDFLAKE","0%","NORMAL","LIGHTPATINA","EXTERIOR",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",6,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
856,"A1",856,"COMPFLAKE","0%","NORMAL","UNALTERED","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","UNI-",NA,NA,NA,49,21.5,34.4,7.9,33.3,14,"LOCAL CAMPANIEN","0-10%","N/A",12,"NORMAL",0,"NO",60,NA,NA,NA,NA,NA,NA,NA,NA
857,"A1",857,"PROXFLAKE","0%","NORMAL","UNALTERED","NONE",48,"10",NA,"LRG PLAIN","NONE","NORMAL","UNI-","2","N/A","NONE",0,0,0,0,26.2,8.5,"LOCAL CAMPANIEN","0-10%","N/A",12,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
858,"A1",858,"COMPFLAKE","10-40%","NORMAL","UNALTERED","EXTERIOR",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","SUB-RAD",NA,NA,NA,75.1,44.2,44.8,27.8,46.8,10.7,"LOCAL CAMPANIEN","10-40%","CORTEX",106,"NORMAL",0,"NO",69,NA,NA,NA,NA,NA,NA,NA,NA
859,"A1",859,"CORE","-1","NORMAL","UNALTERED","N/A",NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,NA,68.5,0,55.5,35.6,0,0,"LOCAL CAMPANIEN","N/A","CORTEX",98,NA,0,"NO",NA,"DIVERS","N/A",50,1,0,"UNI-",60.59,44.24
860,"A1",860,"PROXFLAKE","10-40%","NORMAL","LIGHTPATINA","EXT/INT",38,NA,NA,"LRG PLAIN","NONE","NORMAL","UNI-",NA,NA,NA,0,0,0,0,20.7,14.1,"LOCAL CAMPANIEN","10-40%","CORTEX",18,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
861,"A1",861,"MED TOOL","10-40%","N/A","UNALTERED","NONE",9,"38",NA,NA,NA,"NORMAL","N/A","1","NORMAL","N/A",0,0,0,0,0,0,"LOCAL CAMPANIEN","10-40%","CORTEX",41,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
862,"A1",862,"COMPFLAKE","10-40%","NORMAL","UNALTERED","EXT/INT",38,NA,NA,"MISSING","NONE","NORMAL","BI-",NA,NA,NA,57.1,41.4,43,9.5,0,0,"LOCAL CAMPANIEN","10-40%","CORTEX",30,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
863,"A1",863,"MEDFLAKE","90-99%","NORMAL","UNALTERED","EXTERIOR",NA,NA,NA,NA,NA,"NORMAL","OTHER",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","90-100%","CORTEX",8,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
864,"A1",864,"PROXFLAKE","0%","NORMAL","UNALTERED","NONE",48,NA,NA,"CNVX FACET","NONE","NORMAL","N/A","1","N/A","N/A",0,0,0,0,28.8,5.7,"NON-LOCAL CAMPANIEN","0-10%","N/A",10,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
865,"A1",865,"PROXFLAKE","1-10%","N/A","BURNED","N/A",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","N/A",NA,NA,NA,0,0,0,0,19.5,9.3,"LOCAL CAMPANIEN","0-10%",NA,0,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
866,"A1",866,"SHATTER","10-40%",NA,"UNALTERED","INTERIOR",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","10-40%","CORTEX",17,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
867,"A1",867,"COMPTOOL","10-40%","NORMAL","LIGHTPATINA","NONE",42,NA,NA,"LRG PLAIN","SCAR","NORMAL","N/A","1","N/A","N/A",40.3,40,41.8,14.9,21.8,4.4,"LOCAL CAMPANIEN","10-40%","CORTEX",30,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
868,"A1",868,"COMPFLAKE","10-40%","NORMAL","UNALTERED","INTERIOR",48,NA,NA,"PNCT PLAIN","NONE","NORMAL","N/A",NA,NA,NA,46.9,24.6,24.6,12.1,5,5,"NON-LOCAL CAMPANIEN","10-40%","CORTEX",12,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
869,"A1",869,"PROXFLAKE","0%","NORMAL","LIGHTPATINA","NONE",42,NA,NA,"LRG PLAIN","TRIM","NORMAL","PLAIN",NA,NA,NA,0,0,0,0,19.8,10.9,"LOCAL CAMPANIEN","0-10%","N/A",20,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
870,"A1",870,"COMPFLAKE","0%","NORMAL","UNALTERED","EXT/INT",NA,NA,NA,"MISSING","NONE","NORMAL","SUB-RAD",NA,NA,NA,45.2,26.6,27.8,8,0,0,"LOCAL CAMPANIEN","0-10%","N/A",10,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
871,"A1",871,"MEDFLAKE","0%","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",12,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
872,"A1",872,"COMPFLAKE","0%","NORMAL","LIGHTPATINA","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","RADIAL",NA,NA,NA,53.7,38.7,42,15.4,20,11.1,"LOCAL CAMPANIEN","0-10%","N/A",46,"NORMAL",0,"NO",87,NA,NA,NA,NA,NA,NA,NA,NA
873,"A1",873,"COMPFLAKE","0%","NORMAL","UNALTERED","INTERIOR",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","SUB-RAD",NA,NA,NA,50,35.8,38,10.5,29.2,7.1,"LOCAL CAMPANIEN","0-10%","N/A",24,"NORMAL",0,"NO",75,NA,NA,NA,NA,NA,NA,NA,NA
874,"A1",874,"DISTFLAKE","40-60%","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","40-60%","CORTEX",20,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
875,"A1",875,"COMPFLAKE","0%","NORMAL","UNALTERED","EXTERIOR",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","UNI-",NA,NA,NA,35.7,29.4,29.9,9,19.3,10.6,"LOCAL CAMPANIEN","0-10%","N/A",10,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
